president,sentence
macri,(APLAUSOS) Y por qué en tantos años un gobierno no escuchó que hacía falta esa obra por qué tantos años no escuchamos lo que hacía falta en el puerto para lograr la exportación la producción y ayudar a que la gente se gane su propio derecho a ser feliz.
macri,Entonces creo que hay muchas cosas para mejorar y corregir y por supuesto una inserción inteligente en el mundo porque los países que más crecieron en los últimos 20 años fueron los que más comerciaron entre ellos no los que menos.
macri,Y nosotros hace 12 años que estábamos aislados del mundo por eso tuvimos el menor nivel de inversión las menores cantidades de fábricas llegaron a la Argentina comparativamente con los demás países de la región.
macri,Y también los amigos sindicalistas tienen que ser parte importante en esa Mesa porque tenemos que encontrar mecanismos inteligentes para generar más trabajo para bajar el nivel de litigiosidad que tenemos en la Argentina.
macri,Y tenemos que lograr entender que con los convenios laborales del siglo XX en muchos casos no sirven en el siglo XXI porque estamos en mundo distinto que cambia cada vez más rápido.
macri,Y los empresarios tienen que hacer esto: invertir en capacitar a su gente lo más valioso que tenemos; invertir en nueva tecnología; invertir en cuidar el medioambiente y todos juntos – creyendo en nuestras capacidades creyendo en lo que somos capaces de hacer – apostar a que desde el diálogo trabajando en equipo día tras día porque esto no se hace de un día para el otro.
macri,Estoy seguro que Del Potro cuando estaba dos sets abajo no pensó cómo iba a ganar los tres sets solamente pensó cómo iba a ganar el siguiente punto y uno tras el otro nos llevó a una alegría enorme a todos los argentinos.
macri,Y esto es lo que tenemos que hacer: concentrarnos en hacer las cosas cada día cuando nos despertamos en hacerlas lo mejor posible y en ese camino está la felicidad porque vamos a sentir que cada día se redobla la esperanza que ya hoy tenemos.
macri,Gracias y a seguir trabajando juntos.
macri,(APLAUSOS)
macri,Buenas tardes a todos gracias a la Bolsa de Cereales por invitarme a compartir este nuevo aniversario es una enorme alegría estar acá porque – fundamentalmente- compartimos los mismos sueños.
macri,Acá veo muchos argentinos preocupados ocupados involucrados por el futuro de nuestro país.
macri,Creo que hay un maravilloso camino que hemos empezado a recorrer que nos tienen que llevar hacia ese objetivo que es una Argentina con pobreza cero que no es un slogan de campaña hoy es un eje de Gobierno.
macri,Y sabemos que no se hace en cuatro años ni lo hace un Presidente ni un Gobierno lo hacemos entre todos y llevará sus años.
macri,Y sabemos que estamos lejos de ese lugar pero a mí – y espero que a todos ustedes – me estimula ese desafío la complejidad lo difícil es lo que me movió a estar en política porque sentí que había que participar y ser protagonistas de este cambio que necesita la Argentina.
macri,Pobreza cero significa generar mucho trabajo; significa mejorar la educación; significan más caminos más energía puertos ferrocarriles capacitación.
macri,Es un camino es un recorrido pero lo importante es que creamos en lo que estamos haciendo que entendamos que comenzamos a recorrer ese camino y que también recordemos dónde estábamos hace un año atrás: ustedes estaban en este acto solitos igual no es un día de buena invitación la verdad que el que organizó este acto debe ser hincha de River porque no era la mejor bienvenida para este Presidente organizarle justo que estamos a minutos que empiece Boca.
macri,Pero hace un año cuando les decía que esta Argentina iba a un cambio que íbamos a terminar con el cepo que íbamos a tener un único tipo de cambio que se iban a acabar las retenciones y los ROE - ni Canepá me creía cuando iba a la radio a hacer campaña – “que macaneador que es” me decía.
macri,Te acordás “Lole” que fuimos ahí a la ExpoAgro un par de veces y Canepá no nos creía y nos miraba como diciendo: “bueno…” Y estamos acá y lo hicimos porque creemos en el campo y el campo confió como nosotros confiamos en el campo el campo confío en nosotros.
macri,Y los números que muestra – que relató el presidente – hablan por sí solos y esto es sólo el comienzo como dice Luis Miguel: “le hemos sacado el bozal a la bestia y la bestia va a crecer” va a desarrollar a la Argentina en cada rincón y va a llevar ese trabajo que necesitamos porque queremos poblar nuestro país queremos que en cada región exista trabajo para que no haya un joven más en nuestro país que tenga que prescindir de sus afectos porque en ese lugar no hay trabajo de paso también algo que es muy importante y que lo tenemos que cuidar que es que también el mundo nos abrió un crédito.
macri,El mundo dice: “bienvenida la Argentina necesitamos a la Argentina necesitamos no sólo sus alimentos su energía sus servicios su capacidad su creatividad” y también reacciona teniendo gestos.
macri,Esta mañana estábamos con el Gobernador de Tucumán que está eufórico porque encima le aumentamos dos puntos la mezcla de etano ahora hemos conseguido que después de más de 20 años se abra el mercado de limón en Estados Unidos para el productor argentino y eso promete miles y miles de puestos de trabajos nuevos.
macri,Y estamos completando la pista arrancamos ahora después de más de 10 años que pedían la ampliación de la pista para exportar arándanos que también puede llegar a generar decenas de miles de puestos de trabajo.
macri,Y ya comenzó la obra mañana comienza para ser más exacto.
macri,En algunos meses tendremos la ampliación.
macri,Entonces acá hay algo que está pasando hay algo que está funcionando pero esto hay que regarlo todos los días y todos los días tenemos que recordar que necesitamos hacerlo juntos.
macri,Recién venimos de una reunión en el Salón “Evita” – ¿no?
macri,Adelmo – con todos los gremios y las instituciones.
macri,Yo les decía a los gremialistas que estaba feliz de que estuviesen ahí que hayamos de vuelta organizado la reunión del Consejo Nacional del Salario Mínimo Vital y Móvil ajustándolo y generando también un valor real para aquellos que están en situación de despidos pero lo más importante es que hemos abierto el diálogo hacia la productividad porque ya lo decía el General Perón que “la estrella Polar de un país es la productividad”.
macri,¿Y qué significa eso?
macri,Significa que todos sentados alrededor de una mesa nos comprometemos a hacer nuestro trabajo lo mejor posible porque cada uno que no cumple; cada uno que estafa al sistema; cada uno que miente para no ir a trabajar está perjudicando a otro argentino porque todos los trabajo están interrelacionados desde el puerto o hacía el puerto desde el que transporte desde el que produce desde el que presta un servicio.
macri,Son miles de cosas hasta la unidad más pequeña: si uno se pone a pensar todo el trabajo que demanda hacer una empanada y uno recorre desde todos los productores del campo: del ajo de la cebolla de la carne o del pollo de la levadura del que la amasa del que transporta cada una de esas cosas de que tengamos un Gobierno que haga las rutas que tape los baches.
macri,Entonces creo que esta etapa de la Argentina que hemos comenzado es una etapa en la cual entendiendo que nos necesitamos y que necesitamos trabajar en equipo.
macri,Tenemos que poder ser capaces de sentarnos permanentemente alrededor de una mesa para discutir cómo mejoramos porque el mundo nos abre una mano para invitarnos quiere venir a invertir pero también el mundo es enorme y hay productores de todo lo que hacemos que compiten con nosotros que compiten con nuestra capacidad de generar trabajo porque ellos también necesitan trabajo.
macri,Pero si estoy acá - lo quiero volver a decir – es porque confío en cada uno de ustedes; confío en su capacidad en su creatividad pero yo necesito que ustedes también confíen y sé que la transición está siendo dura para mucha gente porque nos hemos hecho cargo de una herencia muy pesada basada en la mentira y yo me comprometí decir la verdad desde el primer día porque sin verdad no se genera confianza y yo quiero agradecerla a la gente porque recorro el país.
macri,Estuve hace unas horas en Jujuy; hace poco en Formosa; en Santa Fe; en Entre Ríos; en La Pampa estuvimos también con el ministro y en todos lados se respira esperanza se respira convicción de que sí se puede de que si podemos y merecemos y vamos a estar mejor.
macri,Pero esto hay que demostrarlo y ponerlo en práctica todos los días.
macri,Por eso le pido a la Bolsa que ayude al funcionamiento del mercado a la transparencia del mercado necesitamos más institucionalidad en la Argentina; necesitamos que aquellos que cumplen sean los reconocidos y el que no cumple que se las vean con la ley.
macri,Necesitamos realmente privilegiar el trabajo digno en blanco con acceso a todos los derechos y en ese camino estamos.
macri,Por eso con la convicción de que este aniversario es muy especial: es el primero de una etapa que sin dudas va a ser maravillosa para todos los argentinos porque les recuerdo la enorme importancia que tiene este sector y como lo dije durante toda mi campaña es el primer gran motor que tiene la República Argentina y con ustedes vamos a empezar a construir esta nueva historia.
macri,Así que a trabajar todos juntos y este Gobierno está a disposición para resolver todos los problemas que les impidan poder crecer más queremos sacar las trabas y permitir que todos los argentinos se puedan desarrollar.
