president,sentence
macri,Y lo más importante a la hora de cuidar el medio ambiente es consumir la menor cantidad de energía posible energía que no tenemos que hoy tenemos que importar que es cara y me refiero especialmente al gas y todos tenemos que realmente encontrar la manera de hacer un uso más eficiente de esa energía.
macri,Pero volviendo a las felicitaciones a pesar de todo lo que pasó nos llenaron de buenas noticias; récord de cosecha de trigo 18 millones de toneladas (salto de audio); récord de cosecha histórica de la Argentina total 137 millones de toneladas.
macri,Y definitivamente estamos entendiendo que eso no es solamente una buena noticia para el campo es una buena noticia para la Argentina porque en nuestros números Luis Miguel estas 12 millones de toneladas adicionales por mencionar un aspecto de lo que significa el movimiento del campo generaron 400 mil viajes de camión adicionales eso es más trabajo en las estaciones de servicio en las parrillas en los proveedores en los mecánicos en los repuesteros en tantas cosas que se empiezan a mover a partir de esta energía emprendedora del campo argentino.
macri,Por eso cuando crece el campo crece la Argentina.
macri,(APLAUSOS) Hace algunos días tuve un experiencia maravillosa que me gustaría compartirla con ustedes yo la subí a mi Facebook fueron seis minutos de una conversación con un productor chacarero de la Provincia de Buenos Aires que se llama Santiago en realidad no sé si fue mucha conversación porque fue casi un monólogo de él era imparable pero fueron seis minutos de escuchar a una persona con sentido común con una sabiduría de vida con un mensaje positivo y en una parte él me dice: “Mauricio: vos heredaste el país como un carro encajado en el barro y con las gomas desinfladas y lo que hacemos en el campo cuando esto nos pasa es que nos juntamos todos uno agarra tira de timón y todos empujamos en la misma dirección todos juntos y nos arengamos diciendo: ”¡Dale que sale dale que sale!”.
macri,Eso es lo que estamos haciendo hoy en la Argentina porque queremos ser definitivamente la generación que cambie la historia.
macri,(APLAUSOS) Por eso estamos empujando este carro juntos que es nuestro país lleno de potencialidad porque también Santiago decía que el carro estaba pesado porque había una Argentina con abundancia que es potencialidad y eso es lo que estamos haciendo y estamos entendiendo que solamente vamos a salir adelante si trabajamos juntos esa es la clave: ¡trabajar juntos todos los argentinos! (APLAUSOS) Hoy nuestro Gobierno junto a todo el equipo que tratamos de trabajar junto a todos los gobernadores los intendentes independientemente de qué partido político sean tenemos como prioridad el hacer el hacer por la gente.
macri,Y lo primero son las obras está bien que por ahí influye mi carácter de ingeniero debo confesar que siempre las obras me apasionaron porque la transformación produce como algo mágico y para siempre en cada comunidad.
macri,Pero ahora gracias a este rol que he asumido este compromiso que tengo con ustedes las obras también me emocionan porque le pongo las caras de las familias a las que les cambia la vida cuando llegamos con la cloaca con el agua potable con el puerto con el aeropuerto con el tren y sus vidas cambian de verdad.
macri,(APLAUSOS) Pero no les puedo pedir a que produzcan con tecnología de siglo XXI sobre una infraestructura del siglo XIX por eso hemos puesto en marcha más de 20 mil kilómetros de caminos y autopistas que se construyen a precios entre el 20 y el 50 por ciento más barato sí entre el 20 y el 50 porque nunca más las obras volverán  a ser sinónimo de corrupción sino sinónimo de esperanza de optimismo de alegría que es lo que necesitamos los argentinos mucha esperanza.
macri,(APLAUSOS) Y también como Gobierno hemos trabajado en la construcción de la confianza que como vos dijiste Luis Miguel es lo que mueve a una sociedad hacia el progreso.
macri,Para eso tuvimos que empezar a ordenar la macroeconomía sacarnos de encima ese cepo que nos estaba matando terminar con el default volver al mundo el mundo que nos recibió y con el cual estamos abriendo nuevos mercados para que podamos vender nuestra producción y hay que seguir abriendo mercados sí señor.
macri,Y también eso nos permitió recuperar el crédito no sólo para que hoy una familia cada dos minutos tenga acceso a su vivienda propia con un crédito hipotecario sino para que también el crédito vuelva a apoyar al productor como lo están haciendo y vos bien dijiste el Banco Nación y el Banco Provincia liderando pero también los demás bancos y vamos a seguir con mejores productos para que cada vez haya más posibilidades de comprar equipamiento tecnología y capital de trabajo porque hay que crecer.
macri,(APLAUSOS) Y también con el Ministro nos estamos ocupando del Fondo de Desarrollo de Economías Regionales porque ahí está más del 50 por ciento del empleo También comenzamos a bajar los impuestos pero reconocemos que hay que seguir bajándolos y estamos preparando una reforma impositiva que involucre a todos los niveles de gobierno.
macri,(APLAUSOS) Estamos trabajando con la burocracia porque en esta etapa de la Argentina con las necesidades que tenemos en nuestro país con la cantidad de gente que está esperando por una oportunidad necesitamos ir lo más rápido posible con lo cual estamos buscando simplificar reducir trámites formar equipo.
macri,Que el SENASA que la AFIP que la Aduana que el INTA formen un gran equipo con todos los productores del país que los tramites se hagan a distancia y que todos entendamos que somos parte de esta misma realidad.
macri,(APLAUSOS) Un capítulo aparte también para la Ley Pyme es un instrumento maravilloso muy importante que reduce impuestos que permite que se pague el IVA cada 90 días y eso les da más capital de trabajo que pueden aplicar también a crecer más.
macri,Y tenemos más de 800 mil pymes en la Argentina y recién se han anotado 300 mil.  
macri,Quiero decirles a todos que pymes son la mayoría la enorme mayoría de los productores agropecuarios pero también el almacén el ferretero el comerciante y todos con ese vehículo pueden tener un empujón para también poder seguir creciendo Son muchas cosas pero cuando me dicen que les hemos dado una mano yo no me siento cómodo con esa frase yo siento que lo que hemos hecho es sacarles el pie de encima y el campo respondió con más trabajo y más empleo.
macri,(APLAUSOS) También hemos recuperado una herramienta fundamental en una sociedad que es el diálogo a partir de ahí se construye y con el campo hemos hecho estas mesas sectoriales para mejorar procesos para buscar valor.
macri,Ayer este acuerdo que hemos hecho en la Mesa Nacional del Trabajo Agropecuario es más de eso lo que hemos avanzado en la Mesa de la Carne y que espero que pronto también tengamos esos avances con la fruta con la leche porque realmente tenemos mucho por progresar.
macri,Pero también hemos llevado adelante esa herramienta para lanzar una revolución de la energía no convencional en Vaca Muerta que nos permitirá en cuatro o cinco años volver a estar de pie con energía abundante y más barata para poder crecer.
macri,Y lo mismo hemos hecho con la industria automotriz porque queremos llegar a un millón de vehículos y también desarrollar más autopartes porque eso es trabajo trabajo de calidad.
macri,Lo mismo hemos hecho con la construcción que crece mes a mes y esperamos hacerlo con la logística que es tan importante en la producción agropecuaria y en la producción federal de la Argentina.
macri,Dos avisos parroquiales que me dijeron que tengo que hacer: primero felicitar que tengamos este mercado de contratos de futuro para la carne eso es previsibilidad eso va a permitir invertir más y acelerar la recuperación del stock ganadero.
macri,(APLAUSOS) Y también que no vamos a dejar de vacunar contra la fiebre aftosa no vamos a arriesgar vamos a cuidar el lugar en el mundo que tenemos.
macri,Queremos mejorar nuestra relación con el mundo y potenciarla.
macri,(APLAUSOS) El mundo como les decía anteriormente nos ha recibido con los brazos abiertos le interesa quiere acompañarnos en esta nueva etapa nos ha felicitado por todos los cambios que hemos hecho y en tan poco tiempo no ha habido uno solo de nuestros visitantes que no lo haya manifestado.
macri,Pero nosotros sabemos que no alcanza porque nuestra ambición es mucho mayor nosotros queremos ver una Argentina grande pujante que el desarrollo llegue a cada rincón del país.
macri,Y todos sabemos que el cambio llegó que la economía comenzó a crecer pero que todavía no alcanzó a muchos argentinos.
macri,Por eso hoy estoy acá para decirles que necesito más que les tengo que pedir más más inversión más tecnología más agregar valor que aceptemos el desafió de no sólo duplicar la producción de nuestras materias primas sino de pasar de ser el granero del mundo al supermercado del mundo nuestros productos tienen que estar en la góndolas de todos los países del mundo porque eso será trabajo trabajo en cada rincón de la Argentina eso fundará esa Argentina federal.  
macri,Y yo sé que lo podemos hacer juntos que juntos vamos a lograr que cada argentino pueda elegir elegir donde vivir elegir donde trabajar esa es la verdadera igualdad de oportunidades  (APLAUSOS) Pero yo hoy estoy acá porque pude elegir y elegí acompañarlos porque creo profundamente en ustedes creo en la capacidad de crecer y que estamos dando los pasos en el camino correcto que es el camino de la verdad de la transparencia de las manos limpias ese es el camino que hemos elegido.
macri,Por eso cuando escucho y no lo puedo creer a aquellos que han gobernado durante tantos años que ahora vienen con distintas propuestas en distintos partidos a decirnos que tienen soluciones y cuando gobernaron lo único que nos dejaron son problemas y ruinas no lo puedo creer.
macri,(APLAUSOS) Pero los argentinos elegimos un camino distinto un camino de un Estado al servicio de la gente no al servicio de la política un Estado que resuelva nuestros problemas un Estado que enfrente las mafias sin miedos acá no hay intocables por más que ellos se lo crean no hay privilegiados todos tenemos que ser iguales frente a la ley no hay dueños de la Justicia ni de los puertos ni del trabajo de los emprendedores y menos de nuestros jóvenes como hace el narcotráfico que se apodera y los destruye.
macri,(APLAUSOS) Por eso este Gobierno como nunca antes va a dar batalla a las mafias del puerto de los juicios laborales de la Aduana del narcotráfico y no vamos a parar hasta echarlos de la Argentina ¡Hasta echarlos de la Argentina claro que se puede!
macri,-El público grita: “¡sí se puede
macri,sí se puede!”- Claro que se puede los entienden mucho más de lo que pensamos todos y saben que estamos en un momento histórico de nuestro país momento irrepetible donde todo depende de nosotros.
macri,Yo les decía que la vida me dio la suerte de elegir por eso mismo que quiero ayudar a que cada vez más argentinos lo logren elegí estar acá por creer porque ustedes me hicieron creer.
macri,Siempre fui fanático de mi país pero al viajar y conocer cada vez más desde que me involucre en política mi fanatismo aumentó porque siento que tenemos todo lo que se necesita creatividad empuje alegría capacidad de superación que equivocamos los caminos pero que aprendimos eso es lo que les dije a todos aquellos que visité en el mundo que hemos aprendido de nuestros errores que estamos listos para trabajar juntos para abrazarnos entre nosotros y con el mundo que creemos ahora que el camino es ese el de la verdad y la transparencia el no buscar más el atajo no más interpretar la viveza criolla como algo valioso para la vida diaria hasta confundir el Truco un juego de cartas con la vida diaria.
macri,Que ahora queremos trabajar que queremos esforzarnos superarnos y hacerlo todos juntos porque queremos una sociedad más justa sin pobreza si exclusión y con una clase media que pueda proyectarse.
macri,Y lo bueno es que comenzamos son 18 meses de haber dado pequeños pasos en el camino correcto pero así se construye un país no se construye de un día para otro se construye con convicción traspasando la experiencia de una generación a la otra y eso es lo que estamos haciendo y lo estamos haciendo bien por más que el Gobierno ayudó a sacar el carro del barro ya el carro salió y gracias a ustedes a todos los argentinos ese carro está tomando velocidad porque cada día hay más argentinos que son protagonistas que creen en lo que estamos haciendo y el carro va a seguir aumentando velocidad y va a seguir generando empleo y el año que viene vamos a crecer más que en este por eso hay que creer creer en lo que estamos haciendo.
macri,Estoy acá para pedirles que sean protagonistas que crean en lo que fundaron y en lo que están poniendo en todos estos días.
macri,(APLAUSOS) Vamos juntos en esto no hay otra manera juntos vamos a construir esa Argentina que soñamos.
macri,Por eso cerrando y agradeciendo esta invitación les digo: ¡vamos argentinos!
macri,¡Vamos Argentina hacia adelante!
macri,A trabajar juntos como nunca antes gracias a todos gracias gracias por creer.
macri,Y para no olvidarme como siempre dejo inaugurada la 131 Exposición Ganadera de Agricultura e Industria Internacional.
macri,Muchas gracias.
macri,(APLAUSOS)
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN EL ACTO DE PRESENTACIÓN DE REFORMAS PARA UNA MEJORA INTEGRAL DEL SISTEMA DE SALUD SALÓN BLANCO CASA ROSADA Buenas tardes a todos gracias por venir; Monzó volvió de vacaciones muy bien: la verdad que estoy muy contento porque estamos todos acá reunidos muchas caras conocidas muchos que hemos hablado sobre este tema durante mucho tiempo en distintas ocasiones y creo que es central porque el tema es central fundamental.
macri,Yo diría que es casi único en las vidas de todas las personas sean argentinos o habitantes de otras partes del mundo pero acá estamos para resolver el tema de los argentinos y es que estemos acá comprometidos finalmente y definitivamente para trabajar en serio para mejorar nuestro sistema de salud.
macri,Tengo la experiencia de ocho años como Jefe de Gobierno en la Ciudad que me permitieron entender que la Argentina no tiene nuevamente en el sector salud de carencias de recursos humanos los tenemos y muy buenos; en muchos casos tampoco de equipamientos de efectores de salud sí tenemos un severo problema de organización; tenemos un sistema que yo llamaría inequitativo fracturado que no dialogo entre sus tres actores principales que es el sistema público de salud las obras sociales y las prepagas.
macri,Eso lleva que a pesar que hace muchos años la Argentina destina muchísimo dinero para atender sus temas de salud termina siendo un gasto mal aplicado con la enorme diferencia que entre invertir y dar un servicio estar donde la gente lo necesita y gastar sin tener resultado alguno.
macri,Esto se ha repetido a lo largo de los años y no le hemos podido encontrar una solución como argentinos.
macri,Yo creo que fundamentalmente – otra vez – por esta falta de diálogo entre las partes y también de solidaridad.
macri,Por eso hoy es importante y quiero felicitar al ministro de Salud ¿por dónde está?
macri,Acá está.
macri,También a su equipo y a los Gobernadores que nos acompañan y a los líderes del mundo sindical argentino junto a los representantes de obras sociales médicos enfermeros porque estemos acá comprometidos a empezar un nuevo proceso un proceso histórico donde hemos tomado cuatro decisiones centrales: la primera es crear la Cobertura Universal de Salud para que todos – incluyendo aquellos que no son parte de una obra social o una prepaga – tengan acceso a tener una respuesta porque – como decía mi abuela – “lo primero siempre es la salud”.
macri,Y cuando uno siente que nadie atiende su situación es como que uno siente que no existe que no se lo respeta que no tiene dignidad.
macri,Y eso va desde que cada persona pueda tener su ficha médica su historia clínica donde cuando lo va a atender un médico pueda entender de dónde viene cuál es su situación acceso a medicamento con descuento.
macri,Creo que es algo también que empezamos a implementar desde la Ciudad y funcionó y ahora creemos que se puede extender a todo el país y nos alegra mucho que estemos todos comprometidos en este tema; lo segundo es una decisión conjunta con los compañeros y es que vamos a fortalecer el sistema de salud pública y nuestros queridos hospitales y todo lo que hace a la infancia a la niñez que es parte del proceso porque si ese arbolito no nace fuerte y bien después se acarrean otros problemas que muchas veces no tienen solución.
macri,Estamos hablando de destinarle 8.000.000 millones de pesos que es una cifra muy importante y que agradecemos esa decisión conjunta que hemos tomado y que también eso incluye el mejoramiento de los procesos en los hospitales.
macri,Porque los Gobernadores y los ministros de salud saben que cuando se factura se tarda meses años hasta poder cobrar y eso debilita mucho al hospital público y en muchos casos ni siquiera se sabe cómo facturar.
macri,Entonces ahí hay que invertir para lograr esos sistemas y esas defensas al sistema porque ese dinero que se factura vuelve a potenciar vuelve a retroalimentar todo el circuito de atención profesionalismo equipamiento.
macri,Lo tercero es fortalecer las obras sociales después de muchos años que se ha hablado de ese tema muchos gobiernos que pasaron y todo quedó en palabras y no se cumplió como en tantas otras cosas y acá queremos ser coherentes entre lo que decimos y lo que hacemos porque fortalecer la obra social es fortalecer la respuesta al trabajador que arranca de pagar estas deudas históricas que se arrastran de años y aparte simplificar los procedimientos facilitarles la vida.
macri,Porque si se le facilita la vida a la obra social se le facilita la vida al trabajador y hay casos específicos como la discapacidad que es un tema que se arrastra durante meses y la familia sufre mucho para encontrar una respuesta.
macri,La cuarta decisión es ordenar como les decía al principio para tener un sistema más equitativo hay que ordenar el sistema de salud y para eso la propuesta es crear la Agencia Nacional de Evaluación de Tecnologías que va a estudiar y va a aplicar la tecnología el medicamento que realmente sea el apropiado el proceso que realmente sea el apropiado porque también a veces por voluntarismo o a veces por exceso de viveza se dispone de equipamientos y de medicamentos que llevan al despilfarro a la pérdida de recursos a los sobreprecios.
macri,Nunca hubo una inteligencia para estudiar el tema globalmente.
macri,Creo que estos cuatro puntos estas cuatro herramientas que estamos comprometiendo son un paso adelante enorme.
macri,Por supuesto el papel resiste cualquier cosa ahora hay que hacerlo hay hacerlo bien lleva años de trabajo pagar las deudas es fácil rápido hacemos un cheque y vamos a pagar y cumplir con lo prometido pero todo lo demás va a requerir trabajo compromiso generosidad que son todos temas que se necesitan en todos los órdenes de la vida.
macri,Ya que tengo acá a los compañeros aquí presentes junto a los gobernadores: estamos todo el día hablando-esta mañana lo hablábamos con el “Gringo” en Córdoba- de la preocupación por crecer por generar nuevas oportunidades de ir pagando esta deuda social esta injusticia de aquel que no accede a un buen trabajo y en eso-ya lo hemos hablado varias veces también en distintas reuniones- hay una única solución es fortalecer la cultura del trabajo.
macri,El Papa Francisco hace horas escribió que “el pan ganado con el esfuerzo propio tiene otro sabor” y es así.
macri,Lo más importante que te sucede y te fortalece en la vida es lo que vos sentís que te has ganado con tu propio esfuerzo no es aquello que te regalan algún regalo cada tanto siempre viene bien pero lo que te cambia lo que te da otra seguridad en vos mismo otra solidez otra capacidad de dar es lo que vos conseguiste trabajando desde temprano a lo largo del día poniendo todas tus energías.
macri,En esto como les dije el 9 de Julio somos una única sociedad somos como un único barco y si no hacemos todos el mismo esfuerzo es difícil que otra parte de la sociedad pueda reemplazar lo que un sector no hace; entonces cada vez que alguien retacea ese esfuerzo personal o un sector retacea ese esfuerzo personal o un sector pide que se le contemplen situaciones que no deberían suceder eso reduce las posibilidades del crecimiento y desarrollo de todo el resto.
macri,Por eso es tan importante que entendamos que de la mano de la verdad tenemos que sumar la solidaridad del trabajo en conjunto en donde la estrella polar tiene que ser la productividad que es eso que nos va a vincular a que cada uno haga su mejor esfuerzo para construir mejores oportunidades para todos entendiendo que el trabajo de cada uno está inter-relacionado así como necesitamos que nuestros médicos estén todas las horas que se necesitan atendiendo en el hospital público necesitamos de aquel que despacha o recibe mercadería en un puerto o aquel que hace una gestoría en un ministerio púbico o aquel que produce algún complejo industrial y que eso que produce funcione y tenga la misma calidad que lo que se produce en otras partes del mundo; este es el desafío.
macri,Y como decíamos también hoy a la mañana en Córdoba se ha despertado una esperanza enorme en la Argentina hay una convicción de que es aquí es ahora que si ponemos ese esfuerzo vamos a marcar un camino distinto y esto comenzó entendimos que esa es la forma de vincularnos esa es la forma de respetarnos.
macri,Creo entender que dependemos de nosotros que no hay más excusas que no sirve de nada andar buscando responsables de las dificultades que tenemos que lo que hay que buscar son las soluciones y esas soluciones son parte de ese enriquecerse cuando las implementemos las hagamos transformemos como estamos haciendo cada día desde que comenzamos a gobernar del 10 de diciembre nos va a hacer sentís que vale la pena que este es el camino.
macri,Así que feliz de que hayamos tenido este lugar de encuentro José Luis hemos hablado mucho de esto me machacó cada vez que vino acá con “las obras sociales las obras sociales” que hayamos tenido este lugar de encuentro pero que este lugar de encuentro sea parte de algo mayor que es un compromiso a mejorar el sistema de salud y eso parte también de algo mucho más grande que es construir esa Argentina que soñamos esa Argentina que nos merecemos.
macri,Gracias por acompañarnos hoy y a seguir trabajando que es lo que vale.
macri,(APLAUSOS).
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN EL ACTO DE HOMENAJE A LAS VÍCTIMAS DEL ATENTADO EN NUEVA YORK Esto ha sido claramente una tragedia la que hemos vivido los argentinos acá desde la distancia las familias y los que estaban acá ante un nuevo ataque cobarde como nos tiene acostumbrados el terrorismo.
macri,Los argentinos hacemos un culto de la amistad querido intendente y ellos estaban acá como usted dijo festejando 30 años de recibirse en el mismo colegio de compartir vidas de compartir sueños y de ver que habían podido crecer desarrollarse formar sus familias y lamentablemente cinco familias han quedado destrozadas por este hecho pero esto nos tiene que unir más esto nos tiene que hacer confirmar y resaltar nuestra convicción por la paz nuestro compromiso por la paz.
macri,La mejor manera de seguir batallando es continuar nuestras vidas porque lo que quiere esta gente es que entremos en pánico que nos paralicemos que no sigamos adelante y nosotros le vamos a demostrar desde el amor y desde el hacer que hay otra forma de encarar la vida pero también tenemos que entender que esta agresión permanente que vivimos en el siglo XXI no puede ser abordada con herramientas del siglo XX tenemos que poner inteligencia trabajo con cada día mayor coordinación en todos los países porque el terrorismo no distingue ni límites ni países ni nacionalidades.
macri,Por eso estamos reunidos en esta tragedia así que lo que espero es que todos juntos y los argentinos nos confirmamos que queremos ser parte de esta batalla que queremos dar todos en este mundo por una convivencia en paz y con amor entre todos habitantes.
macri,Lamentamos mucho que hoy nos reunamos por esta circunstancia pero contento de que también esto nos da una oportunidad de fortalecer el amor y el trabajo en conjunto.
macri,Gracias y a seguir para adelante.
macri,DECLARACIONES DEL PRESIDENTE MAURICIO MACRI Y LA GOBERNADORA DE BUENOS AIRES MARÍA EUGENIA VIDAL LUEGO DE SU VISITA A LAS OBRAS DE SANEAMIENTO HIDRÁULICO EN MORÓN  PRESIDENTE.- Te hablo desde el año ´85 que hubo un primer accidente donde murieron dos nenitas y desde ese momento la política prometió resolver este problema que se da en esta zona de Morón que es como una olla donde se concentra una cantidad de agua que es imposible llegan a tener un metro de agua todas las viviendas acá estamos hablando de una zona que afecta a 25 mil personas.
macri,VIDAL.- Ellos que se habían organizado por Facebook que tenían reuniones de vecinos periódicas que se reunían con los distintos intendentes que fueron pasando y no pasaba nada ahora todo ese tiempo y toda esa energía la van a poder dedicar a otra cosa y cada vez que llueva no van a estar más preocupados.
macri,PRESIDENTE.- Por suerte estamos acá demostrando que se puede esperamos en treinta días conectar la primera etapa y en un par de meses después terminar la obra que todos los vecinos de Morón vuelvan a creer porque con la Gobernadora tenemos que hacer muchísimas más obra de estas hacen falta por todo el Gran Buenos Aires obras de saneamiento en términos de cloacas y agua potable y obras hidráulicas para que no se inunde la gente que el agua ha pasado de ser una bendición a ser una pesadilla.
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN SU RECORRIDA A OBRAS DE HÁBITAT EN SAN BENITO PROVINCIA DE ENTRE RÍOS  ¡Buenos días vecinos de San Benito!
macri,Los veo bastante bien por tener 130 años se mantienen bien 130 años tiene San Benito ¡Qué bárbaro!
macri,Y soy el primer presidente que viene tengo todo el honor de estar acá.
macri,(APLAUSOS) Gracias Gustavo por recibirnos una vez más; gracias Intendente por recibirnos; gracias a todos ustedes.
macri,Es mi octava vez que vengo como presidente a la Provincia de Entre Ríos la octava vez que los visito y siempre siento lo mismo: el orgullo de ustedes el orgullo por su provincia por sus ciudades por sus costumbres por sus ideas por sus proyectos y la buena energía las ganas que hay de cambiar la historia.
macri,Y este domingo ya se van a cumplir dos años que decidimos emprender este cambio en la Argentina dos años que dijimos la resignación no es una alternativa.
macri,(APLAUSOS) Y como decía Gustavo decidimos que juntos es como vamos a construir ese país que soñamos juntos vamos a mejorar la calidad de vida para todos porque todos absolutamente todos merecemos vivir mejor; todos tenemos que comprometernos en este compromiso que para mí es el más importante que es reducir la pobreza y crear oportunidades en todo el país para que cada argentino pueda ser protagonista que cada argentino pueda elegir donde vivir donde trabajar desde que lugar aportar su granito de arena en la construcción de esa Argentina grande esa Argentina fuerte que incluya a todos.
macri,Y en ese camino de incluir cómo vivimos dónde vivimos es muy importante: no es lo mismo salir de casa y tener este pavimento; no es lo mismo saber que uno llega a la noche y puede tener que le transmita seguridad que le dé seguridad; no es lo mismo abrir una canilla y tener agua potable o realmente tener cloacas y salirse del pozo ciego y todas las complicaciones que eso ha traído y que trae a tantos argentinos todavía.
macri,Por eso estas obras que mencionaba el Gobernador que hemos iniciado en todo el país son más de quinientas obras de hábitat que conduce el Ministerio del Interior con el señor Frigerio.
macri,Pero también trabajando en conjunto -como se mencionaba- con cada intendente escuchando dialogando con la comunidad para saber cuál es la real necesidad y son más de treinta y tres en la Provincia de Entre Ríos más de quinientas en todo el país.
macri,O sea que lo que está pasando acá en el Barrio San Martín y en Barrio Casino es parte de lo que está pasando en todo el país y que esperemos que cada vez podamos hacer más de estas obras porque cada vez tengamos más claro qué es lo que lo que se hace en cada lugar con los recursos de los argentinos que los impuestos que ustedes pagan los podamos devolver en obras; que ya son parte del Plan de Infraestructura más importante de la historia porque además de las obras de hábitat estamos haciendo los jardines para la primera infancia; estamos haciendo viviendas en muchas ciudades de la Provincia de Entre Ríos y de todo el país; y sobre todo estamos haciendo rutas aeropuertos puertos energía porque si estamos más conectados vamos a tener más oportunidades de tener trabajo lo que producimos lo vamos a poder llevar desde Entre Ríos a todo el país y desde Entre Ríos al mundo.
macri,Y sobre todo en Entre Ríos lo que queremos poner en valor son las hidrovías porque eso va a permitir que el trabajo de los entrerrianos llegue al mundo entero y eso lo estamos haciendo.
macri,Este noviembre que terminó fue récord de la historia de la Argentina en pavimento récord la cantidad de rutas que estamos construyendo por todo el país ¿Para qué?
macri,Para que ustedes puedan viajar seguros y para que lo que se produce en la Argentina se pueda llevar a todo el país y a todo el mundo.
macri,Pero esto lo estamos haciendo trabajando desde la verdad todas estas obras hoy son sinónimo de esperanza sinónimo de futuro nunca más serán sinónimo de corrupción porque se hacen con licitaciones transparentes con enorme competencia; competencia que nos ha permitido bajar los precios hasta un treinta por ciento ¿Y eso qué significa?
macri,Que son obras que dan trabajo buen trabajo para que jóvenes como él se sientan orgullosos de construir la Argentina del futuro; que haya trabajo para muchos en todos el país.
macri,Y cuando las obras terminan se generan más oportunidades entonces generamos un proceso virtuoso de mejoramiento permanente que es parte de este reformismo permanente al cual los he invitado a sumarse.
macri,Así que estamos -como decía el Gobernador- terminando el año se acercan las navidades se acerca fin de año y tenemos que renovar -como también dijo el Gobernador- el compromiso de todos los argentinos a que trabajando juntos diciéndonos la verdad poniendo el Estado al servicio de la gente no de la política ese es el camino para construir la Argentina que soñamos.
macri,Gracias queridos entrerrianos gracias por haber creído por seguir creyendo y por creer cada vez más.
macri,Gracias Senador que nos acompaña acá Alfredo De Angelis; gracias Intendente y espero que ya en algunos meses más toda esta obra va a estar terminada y tendremos que emprender otra obra más porque no hay que parar porque vamos por el camino correcto.
macri,¡Vamos Entre Ríos!
macri,¡Vamos San Benito! ¡Gracias a todos un cariño grande! (APLAUSOS)
macri,Buenas tardes a todos: en este lugar hace unos cuantos años comenzamos el trabajo con Horacio y todo el equipo de la Ciudad de Buenos Aires pensando – justamente- en las consecuencias del cambio climático qué podíamos hacer qué debíamos hacer cómo responsabilizarnos e hicimos nuestros pequeños comienzos pero hoy acá estamos nuevamente muy contentos porque no sólo junto al equipo sino con muchos nuevos protagonistas que vienen a ser activos participantes de este cambio que estamos llevando adelante la Argentina y un cambio en el cual nos hemos puesto como objetivo ingresar al siglo XXI y ser parte de la solución de los desafíos globales que hoy tiene el mundo.
macri,Y claramente hay dos desafíos que hoy nos convocan: que es la lucha contra el cambio climático y el lograr un desarrollo sustentable porque ya vemos a diario argentinos que -  en primera persona – están sufriendo las consecuencias o con una sequía o con inundación o con un alud y tiene que ver con esto con haber descuidado el medio ambiente durante muchos años en el mundo entero.
macri,Y ahora estamos todos comprometidos en aportar nuestras soluciones para nuestros temas concretos porque – justamente –ante semejante nivel de conflictos de problemas de tragedia esto nos llama a la acción concreta.
macri,Y eso tiene que ver que también entendemos que para crecer hace falta energía sin energía no nos vamos a poder desarrollar.
macri,Pero la energía – hoy más que nunca – tiene que ser en la mayor medida posible producida con un recurso renovable.
macri,Y por eso hace unos meses atrás el equipo empezó a trabajar en generar un bagaje de condiciones de reglas de juego claras que permitiesen al sector privador ofrecernos participar en la generación de energía a partir de nuestros recursos renovables que – por suerte – los tenemos y muchos porque cuando recorremos el país vemos que tenemos el Sol del Norte que nos posibilita realmente desarrollarnos como una gran potencia en energía solar y los vientos del Sur.
macri,Y eso es lo que ha generado a partir de Renovar 1 hacer la primera licitación las ofertas que hoy estamos firmando.
macri,Estamos firmando creo que 16 contratos y varias decenas más de contratos que esperamos rubricar cuando terminemos con la firma de Renovar 1.5 y la nueva licitación de Renovar 2.
macri,Y esperamos que en un par de años pasar del 2 por ciento del total de la generación de energía que consumimos en el país en base a recursos renovables a más que cuadruplicarlos.
macri,Y eso será un primer escalón para seguir adelante.
macri,Creo que la Argentina tiene esa posibilidad y además una suerte; hoy está el Gobernador de Neuquén acompañándonos pero van a ser prácticamente todas las provincias - cuando termine este proceso - las que cuenten con la posibilidad de hacer su aporte en términos de energías renovables porque tenemos también la biomasa el biogás pequeños emprendimientos hidroeléctricos que se reparten – como les decía – por todo el país.
macri,Y esto lo hemos logrado en base a un trabajo en equipo.
macri,No es solamente nuestro Gobierno y el equipo que realmente ha generado la condiciones para el punto de partida pero se ha dado en base a que muchos argentinos que hoy ustedes representan se pusieron a trabajar a pensar a desarrollar y tratando también de ser protagonistas en este desafío que es cuidar el medioambiente cuidar el futuro de este planeta.
macri,Como Cristián que recién me entregó el termo-solar estos termos-solares que ustedes se llevan de regalo cada uno por firmar acá y que a él se le ocurrió llegando a la playa me dicen y haciendo una cola en la playa para calentar el agua.
macri,Y se dijo: “y yo con este Sol tengo que estar haciendo cola para calentar el agua consumir energía eléctrica cuando tenemos este Sol”.
macri,Y se puso a diseñar y ahora ya embalado quiere diseñar utilizar y aprovechar la energía solar para muchos otros artefactos.
macri,Espero que tenga éxito y que no sólo los pueda vender acá y difundir acá para que todos juntos nos comprometamos sino también en Brasil y en el mundo entero.
